FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14458346,14458346,POINT (16.26323471232711 48.15990696998318),Dostalgasse,Dostalgasse,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dostalgasse&start=1,
OEFFHALTESTOGD.14458347,14458347,POINT (16.252904012245043 48.22001596936696),Dostgasse,Dostgasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dostgasse&start=1,
OEFFHALTESTOGD.14458348,14458348,POINT (16.253056711885822 48.22014756941736),Dostgasse,Dostgasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dostgasse&start=1,
OEFFHALTESTOGD.14458349,14458349,POINT (16.380060612527696 48.2069006697745),Stubentor (Parkring),Stubentor (Parkring),"1,2,71,D,N25,N38,N60,N66,N75",,1,https://anachb.vor.at?P=SQ&input=Wien%20Stubentor&start=1,
OEFFHALTESTOGD.14458350,14458350,POINT (16.379880912076167 48.20725987002198),Stubentor (Dr.-Karl-Lueger-Platz),Stubentor (Dr.-Karl-Lueger-Platz),3A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Stubentor&start=1,
OEFFHALTESTOGD.14458351,14458351,POINT (16.380267213043126 48.20684676980994),Stubentor (Parkring),Stubentor (Parkring),"1,2,D",,1,https://anachb.vor.at?P=SQ&input=Wien%20Stubentor&start=1,
OEFFHALTESTOGD.14458352,14458352,POINT (16.380267212135355 48.207343669599474),Stubentor (Dr.-Karl-Lueger-Platz),Stubentor (Dr.-Karl-Lueger-Platz),74A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Stubentor&start=1,
OEFFHALTESTOGD.14458353,14458353,POINT (16.380931911958715 48.206996469298005),Stubentor (WeiskirchnerstraÃŸe),Stubentor (WeiskirchnerstraÃŸe),74A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Stubentor&start=1,
OEFFHALTESTOGD.14458354,14458354,POINT (16.35963291237141 48.20679286997516),Ring/Volkstheater,Ring/Volkstheater,"2,46,48A,49,N46",,1,https://anachb.vor.at?P=SQ&input=Wien%20Ring/Volkstheater&start=1,
OEFFHALTESTOGD.14458355,14458355,POINT (16.360073012587844 48.20680486965756),Ring/Volkstheater,Ring/Volkstheater,"1,2,71,D,N25,N38,N60,N66",,1,https://anachb.vor.at?P=SQ&input=Wien%20Ring/Volkstheater&start=1,
OEFFHALTESTOGD.14458356,14458356,POINT (16.35991131221196 48.206709069641875),Ring/Volkstheater,Ring/Volkstheater,"1,2,71,D",,1,https://anachb.vor.at?P=SQ&input=Wien%20Ring/Volkstheater&start=1,
OEFFHALTESTOGD.14458357,14458357,POINT (16.288028212270593 48.13816846937464),Dr.-Neumann-Gasse,Dr.-Neumann-Gasse,"61A,64A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Dr.-Neumann-Gasse&start=1,
OEFFHALTESTOGD.14458358,14458358,POINT (16.438334312320155 48.285464370044295),Draugasse,Draugasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Draugasse&start=1,
OEFFHALTESTOGD.14458359,14458359,POINT (16.439304413329157 48.285583870158874),Draugasse,Draugasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Draugasse&start=1,
OEFFHALTESTOGD.14458360,14458360,POINT (16.388792212597064 48.260340469550755),Dunantgasse,Dunantgasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dunantgasse&start=1,
OEFFHALTESTOGD.14458361,14458361,POINT (16.38907961319282 48.25974236938362),Dunantgasse,Dunantgasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dunantgasse&start=1,
OEFFHALTESTOGD.14458362,14458362,POINT (16.389223411986208 48.26020286960171),Dunantgasse,Dunantgasse,"36A,36B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Dunantgasse&start=1,
OEFFHALTESTOGD.14458363,14458363,POINT (16.3350280127192 48.23701717001798),DÃ¤nenstraÃŸe (Peter-Jordan-StraÃŸe),DÃ¤nenstraÃŸe (Peter-Jordan-StraÃŸe),"10A,37A,40A",,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¤nenstraÃŸe&start=1,
OEFFHALTESTOGD.14458364,14458364,POINT (16.334480012640565 48.23731627014737),DÃ¤nenstraÃŸe,DÃ¤nenstraÃŸe,37A,,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¤nenstraÃŸe&start=1,
OEFFHALTESTOGD.14458365,14458365,POINT (16.334138712416827 48.23715476981333),DÃ¤nenstraÃŸe (Peter-Jordan-StraÃŸe),DÃ¤nenstraÃŸe (Peter-Jordan-StraÃŸe),"10A,40A",,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¤nenstraÃŸe&start=1,
OEFFHALTESTOGD.14458366,14458366,POINT (16.356964912976785 48.25120137012167),DÃ¶blinger Bad,DÃ¶blinger Bad,37,,1,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¶blinger%20Bad&start=1,
OEFFHALTESTOGD.14458367,14458367,POINT (16.328542212899904 48.23927876998007),DÃ¶blinger Friedhof,DÃ¶blinger Friedhof,40A,,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¶blinger%20Friedhof&start=1,
OEFFHALTESTOGD.14458368,14458368,POINT (16.36563361302932 48.240935969732064),DÃ¶blinger Steg,DÃ¶blinger Steg,5B,,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¶blinger%20Steg&start=1,
OEFFHALTESTOGD.14458369,14458369,POINT (16.36529231221767 48.240720669508),DÃ¶blinger Steg,DÃ¶blinger Steg,5B,,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¶blinger%20Steg&start=1,
OEFFHALTESTOGD.14458370,14458370,POINT (16.53422041336666 48.22267927006973),DÃ¶rmanngasse,DÃ¶rmanngasse,"99A,99B",,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¶rmanngasse&start=1,
OEFFHALTESTOGD.14458371,14458371,POINT (16.534067713141564 48.22266136948292),DÃ¶rmanngasse,DÃ¶rmanngasse,"99A,99B",,2,https://anachb.vor.at?P=SQ&input=Wien%20DÃ¶rmanngasse&start=1,
OEFFHALTESTOGD.14459992,14459992,POINT (16.321041212771295 48.221099269812846),"Hernals, Wattgasse","Hernals, Wattgasse",10A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Hernals,%20Wattgasse&start=1",
OEFFHALTESTOGD.14459993,14459993,POINT (16.321750912603623 48.22135656987257),"Hernals, Wattgasse","Hernals, Wattgasse","2,43,9,N43",,1,"https://anachb.vor.at?P=SQ&input=Wien%20Hernals,%20Wattgasse&start=1",
OEFFHALTESTOGD.14459994,14459994,POINT (16.28138961210079 48.21515567007601),Hertlgasse,Hertlgasse,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hertlgasse&start=1,
OEFFHALTESTOGD.14459995,14459995,POINT (16.281434512837528 48.21524546975838),Hertlgasse,Hertlgasse,46B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hertlgasse&start=1,
OEFFHALTESTOGD.14459996,14459996,POINT (16.36535511264784 48.17244126968602),Herzgasse,Herzgasse,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Herzgasse&start=1,
OEFFHALTESTOGD.14459997,14459997,POINT (16.366127712798438 48.17242326939738),Herzgasse,Herzgasse,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Herzgasse&start=1,
OEFFHALTESTOGD.14459998,14459998,POINT (16.313836812184082 48.1657311696932),Hetzendorf (Hetzendorfer StraÃŸe),Hetzendorf (Hetzendorfer StraÃŸe),62,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hetzendorf&start=1,
OEFFHALTESTOGD.14459999,14459999,POINT (16.31450151200055 48.16577906994245),Hetzendorf (Eckartsaugasse),Hetzendorf (Eckartsaugasse),"16A,64B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hetzendorf&start=1,
OEFFHALTESTOGD.14460000,14460000,POINT (16.379862912353516 48.21569446929719),Karmeliterplatz,Karmeliterplatz,5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14460001,14460001,POINT (16.380410912634236 48.216005670065094),Karmeliterplatz,Karmeliterplatz,"2,N29",,1,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14460002,14460002,POINT (16.38033901195774 48.21632297000459),Karmeliterplatz (Karmelitergasse),Karmeliterplatz (Karmelitergasse),5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14460003,14460003,POINT (16.380348012244845 48.21549686934139),Karmeliterplatz,Karmeliterplatz,"2,N29",,1,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14460004,14460004,POINT (16.32405510936929 48.25056137421191),KarthÃ¤userstraÃŸe,KarthÃ¤userstraÃŸe,"39A,415",,3,https://anachb.vor.at?P=SQ&input=Wien%20KarthÃ¤userstraÃŸe&start=1,
OEFFHALTESTOGD.14460005,14460005,POINT (16.324014712739032 48.25056136996293),KarthÃ¤userstraÃŸe,KarthÃ¤userstraÃŸe,"39A,415",,2,https://anachb.vor.at?P=SQ&input=Wien%20KarthÃ¤userstraÃŸe&start=1,
OEFFHALTESTOGD.14460006,14460006,POINT (16.323565513045445 48.251099769713925),KarthÃ¤userstraÃŸe,KarthÃ¤userstraÃŸe,39B,,2,https://anachb.vor.at?P=SQ&input=Wien%20KarthÃ¤userstraÃŸe&start=1,
OEFFHALTESTOGD.14460007,14460007,POINT (16.323803508472682 48.25055537426443),KarthÃ¤userstraÃŸe,KarthÃ¤userstraÃŸe,"39A,415",,3,https://anachb.vor.at?P=SQ&input=Wien%20KarthÃ¤userstraÃŸe&start=1,
OEFFHALTESTOGD.14460008,14460008,POINT (16.32376311184718 48.250555369927056),KarthÃ¤userstraÃŸe,KarthÃ¤userstraÃŸe,"39A,415",,2,https://anachb.vor.at?P=SQ&input=Wien%20KarthÃ¤userstraÃŸe&start=1,
OEFFHALTESTOGD.14460009,14460009,POINT (16.353704012045494 48.197620369237725),Haus des Meeres,Haus des Meeres,57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Haus%20des%20Meeres&start=1,
OEFFHALTESTOGD.14460010,14460010,POINT (16.35314701240807 48.19724306982495),Haus des Meeres,Haus des Meeres,57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Haus%20des%20Meeres&start=1,
OEFFHALTESTOGD.14460011,14460011,POINT (16.30501971141065 48.12592568048419),Kellerberggasse,Kellerberggasse,"268,270",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kellerberggasse&start=1,
OEFFHALTESTOGD.14460012,14460012,POINT (16.30502861071348 48.12578778066907),Kellerberggasse,Kellerberggasse,"268,270",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kellerberggasse&start=1,
OEFFHALTESTOGD.14460013,14460013,POINT (16.35183551235604 48.2053440700832),Kellermanngasse,Kellermanngasse,48A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kellermanngasse&start=1,
OEFFHALTESTOGD.14460014,14460014,POINT (16.29591541255032 48.22005787013918),Kempfengerngasse,Kempfengerngasse,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kempfengerngasse&start=1,
OEFFHALTESTOGD.14460015,14460015,POINT (16.295915412927858 48.21998006995043),Kempfengerngasse,Kempfengerngasse,46B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kempfengerngasse&start=1,
OEFFHALTESTOGD.14460016,14460016,POINT (16.376045112133564 48.178168169499344),Keplerplatz,Keplerplatz,14A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Keplerplatz&start=1,
OEFFHALTESTOGD.14460017,14460017,POINT (16.376018113154426 48.17805426924669),Keplerplatz,Keplerplatz,14A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Keplerplatz&start=1,
OEFFHALTESTOGD.14460018,14460018,POINT (16.249688112297573 48.21740626942142),Kerbelgasse,Kerbelgasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kerbelgasse&start=1,
OEFFHALTESTOGD.14460019,14460019,POINT (16.319127812783208 48.21435357012183),Familienplatz,Familienplatz,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Familienplatz&start=1,
OEFFHALTESTOGD.14460020,14460020,POINT (16.31855291259375 48.21342577007783),Familienplatz (Ottakringer StraÃŸe),Familienplatz (Ottakringer StraÃŸe),44,,1,https://anachb.vor.at?P=SQ&input=Wien%20Familienplatz&start=1,
OEFFHALTESTOGD.14460021,14460021,POINT (16.318840412226592 48.21391666945435),Familienplatz,Familienplatz,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Familienplatz&start=1,
OEFFHALTESTOGD.14460022,14460022,POINT (16.319559012888686 48.21354546986422),Familienplatz (Ottakringer StraÃŸe),Familienplatz (Ottakringer StraÃŸe),44,,1,https://anachb.vor.at?P=SQ&input=Wien%20Familienplatz&start=1,
OEFFHALTESTOGD.14460023,14460023,POINT (16.274751113022052 48.154507669843156),Maurer Friedhof,Maurer Friedhof,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Friedhof&start=1,
OEFFHALTESTOGD.14460024,14460024,POINT (16.27570331258459 48.154453769397996),Maurer Friedhof,Maurer Friedhof,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Friedhof&start=1,
OEFFHALTESTOGD.14460025,14460025,POINT (16.26917251233194 48.15115156958908),Maurer Hauptplatz,Maurer Hauptplatz,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Hauptplatz&start=1,
OEFFHALTESTOGD.14460026,14460026,POINT (16.26864251193002 48.149904970095264),Maurer Hauptplatz,Maurer Hauptplatz,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Hauptplatz&start=1,
OEFFHALTESTOGD.14460027,14460027,POINT (16.26827421260631 48.1475794697755),Maurer Lange Gasse,Maurer Lange Gasse,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Lange%20Gasse&start=1,
OEFFHALTESTOGD.14460028,14460028,POINT (16.268148411684756 48.14732176929726),Maurer Lange Gasse,Maurer Lange Gasse,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Lange%20Gasse&start=1,
OEFFHALTESTOGD.14460029,14460029,POINT (16.389726413219126 48.150756069853266),Max-Fleischer-Gasse,Max-Fleischer-Gasse,19A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Max-Fleischer-Gasse&start=1,
OEFFHALTESTOGD.14460030,14460030,POINT (16.40942651299745 48.16307676950604),Max-Mauermann-Gasse,Max-Mauermann-Gasse,15A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Max-Mauermann-Gasse&start=1,
OEFFHALTESTOGD.14460031,14460031,POINT (16.409291712265226 48.1631367695846),Max-Mauermann-Gasse,Max-Mauermann-Gasse,15A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Max-Mauermann-Gasse&start=1,
OEFFHALTESTOGD.14460032,14460032,POINT (16.36687331202758 48.19260226964696),Mayerhofgasse,Mayerhofgasse,"1,62,,N62",,1,https://anachb.vor.at?P=SQ&input=Wien%20Mayerhofgasse&start=1,
OEFFHALTESTOGD.14460033,14460033,POINT (16.36702601221142 48.192662169586946),Mayerhofgasse,Mayerhofgasse,"1,62,,N62",,1,https://anachb.vor.at?P=SQ&input=Wien%20Mayerhofgasse&start=1,
OEFFHALTESTOGD.14460034,14460034,POINT (16.38152034281098 48.294017554008676),MayerweckstraÃŸe,MayerweckstraÃŸe,"32A,510,850",,3,https://anachb.vor.at?P=SQ&input=Wien%20MayerweckstraÃŸe&start=1,
OEFFHALTESTOGD.14460035,14460035,POINT (16.381479911925947 48.29401756995915),MayerweckstraÃŸe,MayerweckstraÃŸe,"32A,510,850",,2,https://anachb.vor.at?P=SQ&input=Wien%20MayerweckstraÃŸe&start=1,
OEFFHALTESTOGD.14460036,14460036,POINT (16.325487912113633 48.216215170037394),Mayssengasse,Mayssengasse,"2,9",,1,https://anachb.vor.at?P=SQ&input=Wien%20Mayssengasse&start=1,
OEFFHALTESTOGD.14460037,14460037,POINT (16.325892112841363 48.216005669504035),Mayssengasse,Mayssengasse,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Mayssengasse&start=1,
OEFFHALTESTOGD.14460398,14460398,POINT (16.386321812651993 48.216346869405946),Nestroyplatz/PraterstraÃŸe,Nestroyplatz/PraterstraÃŸe,5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Nestroyplatz/PraterstraÃŸe&start=1,
OEFFHALTESTOGD.14460399,14460399,POINT (16.289303812578286 48.22236206929405),Predigtstuhl,Predigtstuhl,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Predigtstuhl&start=1,
OEFFHALTESTOGD.14460400,14460400,POINT (16.28953731252133 48.22238606987621),Predigtstuhl,Predigtstuhl,"44B,46B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Predigtstuhl&start=1,
OEFFHALTESTOGD.14460401,14460401,POINT (16.277284311791256 48.18772146984282),Preindlgasse,Preindlgasse,"53A,54A,54B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
OEFFHALTESTOGD.14460402,14460402,POINT (16.27767961268473 48.187511869718065),Preindlgasse,Preindlgasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
OEFFHALTESTOGD.14460403,14460403,POINT (16.424230712243222 48.1580553699917),Pretschgasse,Pretschgasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Pretschgasse&start=1,
OEFFHALTESTOGD.14460404,14460404,POINT (16.424230713222745 48.15822316967022),Pretschgasse,Pretschgasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Pretschgasse&start=1,
OEFFHALTESTOGD.14460405,14460405,POINT (16.51001081250977 48.223265769578134),Christine-Touaillon-StraÃŸe,Christine-Touaillon-StraÃŸe,"88A,88B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Christine-Touaillon-StraÃŸe&start=1,
OEFFHALTESTOGD.14460406,14460406,POINT (16.227504078744218 48.21314450791152),HÃ¼ttergasse,HÃ¼ttergasse,"450,49A,50B",,3,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¼ttergasse&start=1,
OEFFHALTESTOGD.14460407,14460407,POINT (16.22746371162409 48.21314446976464),HÃ¼ttergasse,HÃ¼ttergasse,"450,49A,50B",,2,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¼ttergasse&start=1,
OEFFHALTESTOGD.14460408,14460408,POINT (16.226704580031072 48.21327620810256),HÃ¼ttergasse,HÃ¼ttergasse,"450,49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¼ttergasse&start=1,
OEFFHALTESTOGD.14460409,14460409,POINT (16.226664212808483 48.213276169674884),HÃ¼ttergasse,HÃ¼ttergasse,"450,49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¼ttergasse&start=1,
OEFFHALTESTOGD.14460410,14460410,POINT (16.25744951166183 48.21825626987398),HÃ¤nflingweg,HÃ¤nflingweg,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¤nflingweg&start=1,
OEFFHALTESTOGD.14460411,14460411,POINT (16.257719012178494 48.218310169506026),HÃ¤nflingweg,HÃ¤nflingweg,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¤nflingweg&start=1,
OEFFHALTESTOGD.14460412,14460412,POINT (16.542898213169057 48.23190116925997),HÃ¤nischgasse,HÃ¤nischgasse,99B,,2,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¤nischgasse&start=1,
OEFFHALTESTOGD.14460413,14460413,POINT (16.37724881311531 48.23884196998886),HÃ¶chstÃ¤dtplatz (Dresdner StraÃŸe),HÃ¶chstÃ¤dtplatz (Dresdner StraÃŸe),37A,,2,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¶chstÃ¤dtplatz&start=1,
OEFFHALTESTOGD.14460414,14460414,POINT (16.37641341277859 48.23898557009284),HÃ¶chstÃ¤dtplatz (StromstraÃŸe),HÃ¶chstÃ¤dtplatz (StromstraÃŸe),"12,2,31,5,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¶chstÃ¤dtplatz&start=1,
OEFFHALTESTOGD.14460415,14460415,POINT (16.37735661207221 48.23894366934373),HÃ¶chstÃ¤dtplatz (Dresdner StraÃŸe),HÃ¶chstÃ¤dtplatz (Dresdner StraÃŸe),"12,2,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¶chstÃ¤dtplatz&start=1,
OEFFHALTESTOGD.14460416,14460416,POINT (16.377114112204797 48.23972746953542),HÃ¶chstÃ¤dtplatz (MarchfeldstraÃŸe),HÃ¶chstÃ¤dtplatz (MarchfeldstraÃŸe),"2,31,5",,1,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¶chstÃ¤dtplatz&start=1,
OEFFHALTESTOGD.14460417,14460417,POINT (16.295645913070786 48.149425469832586),HÃ¶dlgasse,HÃ¶dlgasse,"58A,58B,64A",,2,https://anachb.vor.at?P=SQ&input=Wien%20HÃ¶dlgasse&start=1,
OEFFHALTESTOGD.14460418,14460418,POINT (16.447802512458285 48.28795696998398),Illgasse,Illgasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Illgasse&start=1,
OEFFHALTESTOGD.14460419,14460419,POINT (16.44790131220632 48.28786726948999),Illgasse,Illgasse,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Illgasse&start=1,
OEFFHALTESTOGD.14460420,14460420,POINT (16.30188451357088 48.1284260816976),"Liesing, IndustriegelÃ¤nde SÃ¼d","Liesing, IndustriegelÃ¤nde SÃ¼d","207,260,269,61B",,3,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20IndustriegelÃ¤nde%20SÃ¼d&start=1",
OEFFHALTESTOGD.14460421,14460421,POINT (16.301844212821447 48.128426069680565),"Liesing, IndustriegelÃ¤nde SÃ¼d","Liesing, IndustriegelÃ¤nde SÃ¼d","207,260,269,61B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20IndustriegelÃ¤nde%20SÃ¼d&start=1",
OEFFHALTESTOGD.14460422,14460422,POINT (16.301893512659337 48.12859998150572),"Liesing, IndustriegelÃ¤nde SÃ¼d","Liesing, IndustriegelÃ¤nde SÃ¼d","207,260,269,61B",,3,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20IndustriegelÃ¤nde%20SÃ¼d&start=1",
OEFFHALTESTOGD.14460423,14460423,POINT (16.30185321177385 48.12859996949182),"Liesing, IndustriegelÃ¤nde SÃ¼d","Liesing, IndustriegelÃ¤nde SÃ¼d","207,260,269,61B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20IndustriegelÃ¤nde%20SÃ¼d&start=1",
OEFFHALTESTOGD.14460424,14460424,POINT (16.298179112794774 48.13345036919459),"Liesing, IndustriegelÃ¤nde West","Liesing, IndustriegelÃ¤nde West",61A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20IndustriegelÃ¤nde%20West&start=1",
OEFFHALTESTOGD.14460425,14460425,POINT (16.297532312556747 48.133258569596805),"Liesing, IndustriegelÃ¤nde West","Liesing, IndustriegelÃ¤nde West",61A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Liesing,%20IndustriegelÃ¤nde%20West&start=1",
OEFFHALTESTOGD.14460426,14460426,POINT (16.262480112892916 48.19067997003348),Innocentiagasse,Innocentiagasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Innocentiagasse&start=1,
OEFFHALTESTOGD.14460427,14460427,POINT (16.262363312510182 48.1906859700826),Innocentiagasse,Innocentiagasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Innocentiagasse&start=1,
OEFFHALTESTOGD.14460428,14460428,POINT (16.386483512143037 48.23073437011812),InnstraÃŸe,InnstraÃŸe,"12,2,N29,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20InnstraÃŸe&start=1,
OEFFHALTESTOGD.14460429,14460429,POINT (16.386258913001388 48.23105146991884),InnstraÃŸe,InnstraÃŸe,"12,2,N29,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20InnstraÃŸe&start=1,
OEFFHALTESTOGD.14460430,14460430,POINT (16.536115913397637 48.26154246949934),Invalidensiedlung,Invalidensiedlung,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Invalidensiedlung&start=1,
OEFFHALTESTOGD.14460431,14460431,POINT (16.35711761281113 48.19844066969862),Stiegengasse,Stiegengasse,57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Stiegengasse&start=1,
OEFFHALTESTOGD.14460432,14460432,POINT (16.33687851274592 48.14056036975973),LamezanstraÃŸe,LamezanstraÃŸe,67A,,2,https://anachb.vor.at?P=SQ&input=Wien%20LamezanstraÃŸe&start=1,
OEFFHALTESTOGD.14460433,14460433,POINT (16.337112113050328 48.14068627008005),LamezanstraÃŸe,LamezanstraÃŸe,67A,,2,https://anachb.vor.at?P=SQ&input=Wien%20LamezanstraÃŸe&start=1,
OEFFHALTESTOGD.14460434,14460434,POINT (16.3570547129135 48.21443736981914),LandesgerichtsstraÃŸe,LandesgerichtsstraÃŸe,"43,44,N43",,1,https://anachb.vor.at?P=SQ&input=Wien%20LandesgerichtsstraÃŸe&start=1,
OEFFHALTESTOGD.14460435,14460435,POINT (16.35549161251667 48.214664869699035),LandesgerichtsstraÃŸe,LandesgerichtsstraÃŸe,"43,44,N43",,1,https://anachb.vor.at?P=SQ&input=Wien%20LandesgerichtsstraÃŸe&start=1,
OEFFHALTESTOGD.14460436,14460436,POINT (16.38536061303677 48.205553569770814),Mitte-LandstraÃŸe (InvalidenstraÃŸe),Mitte-LandstraÃŸe (InvalidenstraÃŸe),"1,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20Mitte-LandstraÃŸe&start=1,
OEFFHALTESTOGD.14460437,14460437,POINT (16.385648112622267 48.20602656992464),Mitte-LandstraÃŸe (InvalidenstraÃŸe),Mitte-LandstraÃŸe (InvalidenstraÃŸe),"1,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20Mitte-LandstraÃŸe&start=1,
OEFFHALTESTOGD.14460438,14460438,POINT (16.26751961245912 48.17619137003134),Lafitegasse (LÃ¶fflergasse 26),Lafitegasse (LÃ¶fflergasse 26),54A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lafitegasse&start=1,
OEFFHALTESTOGD.14460439,14460439,POINT (16.47037721211763 48.16885266957338),LandwehrstraÃŸe,LandwehrstraÃŸe,"79A,79B",,2,https://anachb.vor.at?P=SQ&input=Wien%20LandwehrstraÃŸe&start=1,
OEFFHALTESTOGD.14460440,14460440,POINT (16.470781412453174 48.169200169452346),LandwehrstraÃŸe,LandwehrstraÃŸe,"73A,79A,79B",,2,https://anachb.vor.at?P=SQ&input=Wien%20LandwehrstraÃŸe&start=1,
OEFFHALTESTOGD.14460879,14460879,POINT (16.3568526283164 48.27456006249231),Kahlenbergerdorf,Kahlenbergerdorf,400,,3,https://anachb.vor.at?P=SQ&input=Wien%20Kahlenbergerdorf&start=1,
OEFFHALTESTOGD.14460880,14460880,POINT (16.35656512789172 48.274464462263985),Kahlenbergerdorf,Kahlenbergerdorf,400,,3,https://anachb.vor.at?P=SQ&input=Wien%20Kahlenbergerdorf&start=1,
OEFFHALTESTOGD.14460881,14460881,POINT (16.470116712447133 48.2038891700977),Korbweidenweg,Korbweidenweg,95A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Korbweidenweg&start=1,
