FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14460882,14460882,POINT (16.266845912798917 48.13571656970159),Kaiser-Franz-Josef-StraÃŸe,Kaiser-Franz-Josef-StraÃŸe,"253,259,60,N60",,1,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-StraÃŸe&start=1,
OEFFHALTESTOGD.14460883,14460883,POINT (16.266886219231658 48.13571659399334),Kaiser-Franz-Josef-StraÃŸe,Kaiser-Franz-Josef-StraÃŸe,"253,259,60,N60",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-StraÃŸe&start=1,
OEFFHALTESTOGD.14460884,14460884,POINT (16.26673811194404 48.13611826929135),Kaiser-Franz-Josef-StraÃŸe,Kaiser-Franz-Josef-StraÃŸe,"253,259,60",,1,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-StraÃŸe&start=1,
OEFFHALTESTOGD.14460885,14460885,POINT (16.2667784186911 48.136118293621045),Kaiser-Franz-Josef-StraÃŸe,Kaiser-Franz-Josef-StraÃŸe,"253,259,60",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaiser-Franz-Josef-StraÃŸe&start=1,
OEFFHALTESTOGD.14460886,14460886,POINT (16.452994812771816 48.157773669236924),Kaiserebersdorfer Friedhof (ThÃ¼rnlhofstraÃŸe),Kaiserebersdorfer Friedhof (ThÃ¼rnlhofstraÃŸe),73B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorfer%20Friedhof&start=1,
OEFFHALTESTOGD.14460887,14460887,POINT (16.469793313093962 48.16017666980782),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","73A,73B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.14460888,14460888,POINT (16.470763412449493 48.16095566932935),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","76B,79A,79B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.14460889,14460889,POINT (16.470224512137214 48.1594575698025),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse",11,,1,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.14460890,14460890,POINT (16.470305312923273 48.15943956985799),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse",71,,1,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.14460891,14460891,POINT (16.471086812257095 48.16082376943137),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse","76B,79A,79B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Zinnergasse&start=1",
OEFFHALTESTOGD.14460892,14460892,POINT (16.306425612397454 48.13673576957765),Liesinger-Flur-Gasse,Liesinger-Flur-Gasse,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesinger-Flur-Gasse&start=1,
OEFFHALTESTOGD.14460893,14460893,POINT (16.383447212617362 48.270261170176965),Jedleseer Friedhof,Jedleseer Friedhof,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Jedleseer%20Friedhof&start=1,
OEFFHALTESTOGD.14460894,14460894,POINT (16.383510112370846 48.27012956949587),Jedleseer Friedhof,Jedleseer Friedhof,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Jedleseer%20Friedhof&start=1,
OEFFHALTESTOGD.14460895,14460895,POINT (16.393095112521976 48.17939606931309),Lilienthalgasse (Faradaygasse),Lilienthalgasse (Faradaygasse),69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lilienthalgasse&start=1,
OEFFHALTESTOGD.14460896,14460896,POINT (16.391370312166522 48.178485569414185),Lilienthalgasse (ArsenalstraÃŸe),Lilienthalgasse (ArsenalstraÃŸe),69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lilienthalgasse&start=1,
OEFFHALTESTOGD.14460897,14460897,POINT (16.432082012003423 48.169631469785),Lindenbauergasse,Lindenbauergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lindenbauergasse&start=1,
OEFFHALTESTOGD.14460898,14460898,POINT (16.431911312994732 48.169769269600984),Lindenbauergasse,Lindenbauergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lindenbauergasse&start=1,
OEFFHALTESTOGD.14460899,14460899,POINT (16.33769601243945 48.23676587015248),LinnÃ©platz,LinnÃ©platz,"37A,40A",,2,https://anachb.vor.at?P=SQ&input=Wien%20LinnÃ©platz&start=1,
OEFFHALTESTOGD.14460900,14460900,POINT (16.337857712777208 48.2364786698831),LinnÃ©platz,LinnÃ©platz,"37A,40A",,2,https://anachb.vor.at?P=SQ&input=Wien%20LinnÃ©platz&start=1,
OEFFHALTESTOGD.14460901,14460901,POINT (16.378560412004994 48.19917716983344),LisztstraÃŸe,LisztstraÃŸe,4A,,2,https://anachb.vor.at?P=SQ&input=Wien%20LisztstraÃŸe&start=1,
OEFFHALTESTOGD.14460902,14460902,POINT (16.378461612778008 48.19911126965801),LisztstraÃŸe,LisztstraÃŸe,4A,,2,https://anachb.vor.at?P=SQ&input=Wien%20LisztstraÃŸe&start=1,
OEFFHALTESTOGD.14460903,14460903,POINT (16.404872012110225 48.18448126985895),LitfaÃŸstraÃŸe,LitfaÃŸstraÃŸe,"71,D,N71",,1,https://anachb.vor.at?P=SQ&input=Wien%20LitfaÃŸstraÃŸe&start=1,
OEFFHALTESTOGD.14460904,14460904,POINT (16.406039812663696 48.18337326977486),LitfaÃŸstraÃŸe,LitfaÃŸstraÃŸe,"71,N71",,1,https://anachb.vor.at?P=SQ&input=Wien%20LitfaÃŸstraÃŸe&start=1,
OEFFHALTESTOGD.14460905,14460905,POINT (16.449554213088174 48.20507466994095),RaffineriestraÃŸe/OstbahnbrÃ¼cke,RaffineriestraÃŸe/OstbahnbrÃ¼cke,92B,,2,https://anachb.vor.at?P=SQ&input=Wien%20RaffineriestraÃŸe/OstbahnbrÃ¼cke&start=1,
OEFFHALTESTOGD.14460906,14460906,POINT (16.4487547124949 48.2057930694751),RaffineriestraÃŸe/OstbahnbrÃ¼cke,RaffineriestraÃŸe/OstbahnbrÃ¼cke,92B,,2,https://anachb.vor.at?P=SQ&input=Wien%20RaffineriestraÃŸe/OstbahnbrÃ¼cke&start=1,
OEFFHALTESTOGD.14460907,14460907,POINT (16.486726513395528 48.205481769523615),Lobaugasse,Lobaugasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lobaugasse&start=1,
OEFFHALTESTOGD.14460908,14460908,POINT (16.486519912268545 48.2054338695405),Lobaugasse,Lobaugasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lobaugasse&start=1,
OEFFHALTESTOGD.14460909,14460909,POINT (16.491388812765525 48.17765296944167),LobgrundstraÃŸe,LobgrundstraÃŸe,92B,,2,https://anachb.vor.at?P=SQ&input=Wien%20LobgrundstraÃŸe&start=1,
OEFFHALTESTOGD.14460910,14460910,POINT (16.491604412512025 48.17734146949882),LobgrundstraÃŸe,LobgrundstraÃŸe,92B,,2,https://anachb.vor.at?P=SQ&input=Wien%20LobgrundstraÃŸe&start=1,
OEFFHALTESTOGD.14460911,14460911,POINT (16.369029212087007 48.28206297017569),Lohnergasse,Lohnergasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lohnergasse&start=1,
OEFFHALTESTOGD.14460912,14460912,POINT (16.369173012869066 48.28210487008536),Lohnergasse,Lohnergasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lohnergasse&start=1,
OEFFHALTESTOGD.14460913,14460913,POINT (16.395709212031512 48.27142706970885),Lokomotivgasse,Lokomotivgasse,36A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lokomotivgasse&start=1,
OEFFHALTESTOGD.14460914,14460914,POINT (16.39533191314264 48.27096667016574),Lokomotivgasse,Lokomotivgasse,36A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lokomotivgasse&start=1,
OEFFHALTESTOGD.14460915,14460915,POINT (16.383411312494893 48.23598796986381),Lorenz-BÃ¶hler-Unfallkrankenhaus,Lorenz-BÃ¶hler-Unfallkrankenhaus,5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lorenz-BÃ¶hler-Unfallkrankenhaus&start=1,
OEFFHALTESTOGD.14460916,14460916,POINT (16.382962112529437 48.23610167006859),Lorenz-BÃ¶hler-Unfallkrankenhaus,Lorenz-BÃ¶hler-Unfallkrankenhaus,37A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lorenz-BÃ¶hler-Unfallkrankenhaus&start=1,
OEFFHALTESTOGD.14460917,14460917,POINT (16.382701612183872 48.13990696995003),Franzosenweg,Franzosenweg,16A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Franzosenweg&start=1,
OEFFHALTESTOGD.14460918,14460918,POINT (16.307854012846267 48.1408900695435),Forchheimergasse,Forchheimergasse,61A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Forchheimergasse&start=1,
OEFFHALTESTOGD.14460919,14460919,POINT (16.307755212154817 48.14100396994486),Forchheimergasse,Forchheimergasse,61A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Forchheimergasse&start=1,
OEFFHALTESTOGD.14460920,14460920,POINT (16.242946172581952 48.20443410264455),Freesienweg,Freesienweg,"450,49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Freesienweg&start=1,
OEFFHALTESTOGD.14460921,14460921,POINT (16.242905812287656 48.204434069923764),Freesienweg,Freesienweg,"450,49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Freesienweg&start=1,
OEFFHALTESTOGD.14458373,14458373,POINT (16.43020451298291 48.18390036924015),Kraftwerk Simmering,Kraftwerk Simmering,"72A,76B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kraftwerk%20Simmering&start=1,
OEFFHALTESTOGD.14458374,14458374,POINT (16.279997212081916 48.15465756937638),Eberstorferweg,Eberstorferweg,58B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eberstorferweg&start=1,
OEFFHALTESTOGD.14458375,14458375,POINT (16.280149912477782 48.15464556944042),Eberstorferweg,Eberstorferweg,58B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eberstorferweg&start=1,
OEFFHALTESTOGD.14458376,14458376,POINT (16.425865712397655 48.262248169788656),Edelsteingasse,Edelsteingasse,29A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Edelsteingasse&start=1,
OEFFHALTESTOGD.14458377,14458377,POINT (16.425389512515 48.262373769826816),Edelsteingasse,Edelsteingasse,29A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Edelsteingasse&start=1,
OEFFHALTESTOGD.14458378,14458378,POINT (16.246211612108517 48.21500006991343),EdenstraÃŸe,EdenstraÃŸe,52A,,2,https://anachb.vor.at?P=SQ&input=Wien%20EdenstraÃŸe&start=1,
OEFFHALTESTOGD.14458379,14458379,POINT (16.38647004085244 48.291280151898434),Strebersdorf Meriangasse (RuÃŸbergstraÃŸe),Strebersdorf Meriangasse (RuÃŸbergstraÃŸe),"32A,510",,3,https://anachb.vor.at?P=SQ&input=Wien%20Strebersdorf%20Meriangasse&start=1,
OEFFHALTESTOGD.14458380,14458380,POINT (16.38642961213141 48.29128016958815),Strebersdorf Meriangasse (RuÃŸbergstraÃŸe),Strebersdorf Meriangasse (RuÃŸbergstraÃŸe),"32A,510",,2,https://anachb.vor.at?P=SQ&input=Wien%20Strebersdorf%20Meriangasse&start=1,
OEFFHALTESTOGD.14458381,14458381,POINT (16.386528412561002 48.29156706973858),Strebersdorf Meriangasse (RuÃŸbergstraÃŸe),Strebersdorf Meriangasse (RuÃŸbergstraÃŸe),32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Strebersdorf%20Meriangasse&start=1,
OEFFHALTESTOGD.14458382,14458382,POINT (16.386600312257645 48.291447569511355),Strebersdorf Meriangasse (E.-Hawranek-Pl.),Strebersdorf Meriangasse (E.-Hawranek-Pl.),"26,27",,1,https://anachb.vor.at?P=SQ&input=Wien%20Strebersdorf%20Meriangasse&start=1,
OEFFHALTESTOGD.14458383,14458383,POINT (16.302679712408448 48.136741769462695),Eduard-Kittenberger-Gasse,Eduard-Kittenberger-Gasse,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eduard-Kittenberger-Gasse&start=1,
OEFFHALTESTOGD.14458384,14458384,POINT (16.30373971209589 48.13687966930343),Eduard-Kittenberger-Gasse,Eduard-Kittenberger-Gasse,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eduard-Kittenberger-Gasse&start=1,
OEFFHALTESTOGD.14458385,14458385,POINT (16.320655012427512 48.21948326974442),Albrechtskreithgasse,Albrechtskreithgasse,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Albrechtskreithgasse&start=1,
OEFFHALTESTOGD.14458386,14458386,POINT (16.320340612661095 48.219094169356424),Albrechtskreithgasse,Albrechtskreithgasse,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Albrechtskreithgasse&start=1,
OEFFHALTESTOGD.14458387,14458387,POINT (16.436043613198198 48.273860569979576),Egon-Friedell-Gasse,Egon-Friedell-Gasse,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Egon-Friedell-Gasse&start=1,
OEFFHALTESTOGD.14458388,14458388,POINT (16.436420912910613 48.27355566981545),Egon-Friedell-Gasse,Egon-Friedell-Gasse,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Egon-Friedell-Gasse&start=1,
OEFFHALTESTOGD.14458389,14458389,POINT (16.33765111297 48.17126107010995),Eibesbrunnergasse,Eibesbrunnergasse,63A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.14458390,14458390,POINT (16.24737041249794 48.221907270082895),Eichbachgasse,Eichbachgasse,52A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eichbachgasse&start=1,
OEFFHALTESTOGD.14458391,14458391,POINT (16.350146712118466 48.181438669552705),EichenstraÃŸe (Siebenbrunnenfeldgasse),EichenstraÃŸe (Siebenbrunnenfeldgasse),12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20EichenstraÃŸe&start=1,
OEFFHALTESTOGD.14458392,14458392,POINT (16.395502612979143 48.19671617005199),Eslarngasse,Eslarngasse,77A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eslarngasse&start=1,
OEFFHALTESTOGD.14458393,14458393,POINT (16.349670512682618 48.18052816955985),EichenstraÃŸe (GÃ¼rtel/TiefgeschoÃŸ),EichenstraÃŸe (GÃ¼rtel/TiefgeschoÃŸ),"18,6,62,",,1,https://anachb.vor.at?P=SQ&input=Wien%20EichenstraÃŸe&start=1,
OEFFHALTESTOGD.14458394,14458394,POINT (16.349634612658672 48.180456269942404),EichenstraÃŸe (GÃ¼rtel/TiefgeschoÃŸ),EichenstraÃŸe (GÃ¼rtel/TiefgeschoÃŸ),"18,6,62,",,1,https://anachb.vor.at?P=SQ&input=Wien%20EichenstraÃŸe&start=1,
OEFFHALTESTOGD.14458395,14458395,POINT (16.264420412405705 48.18340916953428),Einsiedeleigasse,Einsiedeleigasse,"54A,54B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedeleigasse&start=1,
OEFFHALTESTOGD.14458396,14458396,POINT (16.26422281176512 48.18328937008819),Einsiedeleigasse,Einsiedeleigasse,"54A,54B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedeleigasse&start=1,
OEFFHALTESTOGD.14458397,14458397,POINT (16.349661612431536 48.18537966994553),Einsiedlerplatz,Einsiedlerplatz,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedlerplatz&start=1,
OEFFHALTESTOGD.14458398,14458398,POINT (16.349302212965743 48.1851640695894),Einsiedlerplatz,Einsiedlerplatz,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedlerplatz&start=1,
OEFFHALTESTOGD.14458399,14458399,POINT (16.436447812640658 48.26301966950739),Eipeldauer StraÃŸe,Eipeldauer StraÃŸe,"27A,28A,29A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Eipeldauer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14458400,14458400,POINT (16.436744213299654 48.26315717009101),Eipeldauer StraÃŸe,Eipeldauer StraÃŸe,"27A,29A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Eipeldauer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14458401,14458401,POINT (16.41194181205297 48.21810656971913),Elderschplatz (EngerthstraÃŸe),Elderschplatz (EngerthstraÃŸe),11A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elderschplatz&start=1,
OEFFHALTESTOGD.14458402,14458402,POINT (16.410531412497914 48.21738837005359),Elderschplatz (VorgartenstraÃŸe),Elderschplatz (VorgartenstraÃŸe),"11A,82A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Elderschplatz&start=1,
OEFFHALTESTOGD.14458403,14458403,POINT (16.25441321247849 48.21842386987551),Elsbeergasse,Elsbeergasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elsbeergasse&start=1,
OEFFHALTESTOGD.14458404,14458404,POINT (16.254359312891577 48.21855556941828),Elsbeergasse,Elsbeergasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elsbeergasse&start=1,
OEFFHALTESTOGD.14458405,14458405,POINT (16.33192881256558 48.2181724697027),Elterleinplatz,Elterleinplatz,"43,N43",,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.14458406,14458406,POINT (16.330949712633153 48.218747069395754),Elterleinplatz,Elterleinplatz,9,,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.14458407,14458407,POINT (16.332890012859057 48.21807066986412),Elterleinplatz,Elterleinplatz,"43,N43",,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.14458408,14458408,POINT (16.330922712339518 48.2183998693586),Elterleinplatz,Elterleinplatz,9,,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.14458409,14458409,POINT (16.352239712413297 48.18273237002286),Embelgasse,Embelgasse,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Embelgasse&start=1,
OEFFHALTESTOGD.14458410,14458410,POINT (16.290112212072763 48.15309337008758),Endemanngasse,Endemanngasse,"56A,58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Endemanngasse&start=1,
OEFFHALTESTOGD.14458411,14458411,POINT (16.291118412736786 48.15308736981611),Endemanngasse,Endemanngasse,"58A,58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Endemanngasse&start=1,
OEFFHALTESTOGD.14458412,14458412,POINT (16.29014821281803 48.15317726956693),Endemanngasse,Endemanngasse,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Endemanngasse&start=1,
OEFFHALTESTOGD.14458413,14458413,POINT (16.392654912924144 48.233271469875206),Therese-Ammon-Park,Therese-Ammon-Park,11A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Therese-Ammon-Park&start=1,
OEFFHALTESTOGD.14458372,14458372,POINT (16.42967451260668 48.18340316960438),Kraftwerk Simmering,Kraftwerk Simmering,"72A,76B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kraftwerk%20Simmering&start=1,
OEFFHALTESTOGD.14458414,14458414,POINT (16.392897512575114 48.23334326972363),Therese-Ammon-Park,Therese-Ammon-Park,11A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Therese-Ammon-Park&start=1,
OEFFHALTESTOGD.14458668,14458668,POINT (16.35167835752443 48.31140036445434),Langenzersdorf SchulstraÃŸe,Langenzersdorf SchulstraÃŸe,856,,3,https://anachb.vor.at?P=SQ&input=Langenzersdorf%20SchulstraÃŸe&start=1,
OEFFHALTESTOGD.14458669,14458669,POINT (16.338540412688065 48.29305526936536),Klosterneuburg Aufeldgasse/InkustraÃŸe,Klosterneuburg Aufeldgasse/InkustraÃŸe,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Aufeldgasse/InkustraÃŸe&start=1,
OEFFHALTESTOGD.14458670,14458670,POINT (16.489021535671732 48.02968631613209),Gramatneusiedl Schulen,Gramatneusiedl Schulen,"221,222,226,248",,3,https://anachb.vor.at?P=SQ&input=Gramatneusiedl%20Schulen&start=1,
OEFFHALTESTOGD.14458671,14458671,POINT (16.58060476786953 48.0697943843044),Schwadorf Schulgasse,Schwadorf Schulgasse,"221,222,248,272",,3,https://anachb.vor.at?P=SQ&input=Schwadorf%20bei%20Wien%20Schulgasse&start=1,
OEFFHALTESTOGD.14458672,14458672,POINT (16.579661566876773 48.069746384485406),Schwadorf Schulgasse,Schwadorf Schulgasse,"221,222,248,272",,3,https://anachb.vor.at?P=SQ&input=Schwadorf%20bei%20Wien%20Schulgasse&start=1,
OEFFHALTESTOGD.14458673,14458673,POINT (16.25394611218292 48.007958869896314),Baden Hochschulpromenade,Baden Hochschulpromenade,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Hochschulpromenade&start=1,
OEFFHALTESTOGD.14458674,14458674,POINT (16.256730812208744 48.005675069731005),Baden Josef-Kollmann-StraÃŸe,Baden Josef-Kollmann-StraÃŸe,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Josef-Kollmann-StraÃŸe&start=1,
OEFFHALTESTOGD.14458675,14458675,POINT (16.254449112839172 48.0044308692147),Baden Bezirkshauptmannschaft,Baden Bezirkshauptmannschaft,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Bezirkshauptmannschaft&start=1,
OEFFHALTESTOGD.14458676,14458676,POINT (16.253290312392927 48.00230916938704),Baden Kanalgasse,Baden Kanalgasse,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Kanalgasse&start=1,
OEFFHALTESTOGD.14458677,14458677,POINT (16.246436211722127 48.0035413695756),Baden Prinz-Solms-StraÃŸe,Baden Prinz-Solms-StraÃŸe,D,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Prinz-Solms-StraÃŸe&start=1,
OEFFHALTESTOGD.14458678,14458678,POINT (16.21278051438936 48.00141361265418),Baden DÃ¶rflergasse,Baden DÃ¶rflergasse,"308,A",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20DÃ¶rflergasse&start=1,
OEFFHALTESTOGD.14458679,14458679,POINT (16.212740312751606 48.00141356947609),Baden DÃ¶rflergasse,Baden DÃ¶rflergasse,"308,A",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20DÃ¶rflergasse&start=1,
OEFFHALTESTOGD.14458680,14458680,POINT (16.212659511855442 48.00392606972995),Baden Steinbruchgasse,Baden Steinbruchgasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Steinbruchgasse&start=1,
OEFFHALTESTOGD.14458681,14458681,POINT (16.212569711635744 48.00384186914529),Baden Steinbruchgasse,Baden Steinbruchgasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Steinbruchgasse&start=1,
OEFFHALTESTOGD.14458682,14458682,POINT (16.21576771289474 48.000956769782896),Baden Dumbagasse,Baden Dumbagasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dumbagasse&start=1,
OEFFHALTESTOGD.14458683,14458683,POINT (16.42041718630547 48.093871940220296),Maria Lanzendorf Sportplatz,Maria Lanzendorf Sportplatz,"217,226,227",,3,https://anachb.vor.at?P=SQ&input=Maria%20Lanzendorf%20Sportplatz&start=1,
OEFFHALTESTOGD.14458684,14458684,POINT (16.420533985924845 48.093991939775705),Maria Lanzendorf Sportplatz,Maria Lanzendorf Sportplatz,"217,226,227",,3,https://anachb.vor.at?P=SQ&input=Maria%20Lanzendorf%20Sportplatz&start=1,
OEFFHALTESTOGD.14458685,14458685,POINT (16.466402003203562 48.11575502395195),ZwÃ¶lfaxing Josef-WeiÃŸ-Gasse,ZwÃ¶lfaxing Josef-WeiÃŸ-Gasse,218,,3,https://anachb.vor.at?P=SQ&input=ZwÃ¶lfaxing%20Josef-WeiÃŸ-Gasse&start=1,
OEFFHALTESTOGD.14458686,14458686,POINT (16.4663661029125 48.1154192235174),ZwÃ¶lfaxing Josef-WeiÃŸ-Gasse,ZwÃ¶lfaxing Josef-WeiÃŸ-Gasse,218,,3,https://anachb.vor.at?P=SQ&input=ZwÃ¶lfaxing%20Josef-WeiÃŸ-Gasse&start=1,
OEFFHALTESTOGD.14458687,14458687,POINT (16.32921127528804 48.0796200720154),Wiener Neudorf Buchenweg,Wiener Neudorf Buchenweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Buchenweg&start=1,
OEFFHALTESTOGD.14458688,14458688,POINT (16.329184274672482 48.07955407215677),Wiener Neudorf Buchenweg,Wiener Neudorf Buchenweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Buchenweg&start=1,
OEFFHALTESTOGD.14458689,14458689,POINT (16.173946573562812 48.205326126963),Purkersdorf Volksschule,Purkersdorf Volksschule,452,,3,https://anachb.vor.at?P=SQ&input=Purkersdorf%20bei%20Wien%20Volksschule&start=1,
OEFFHALTESTOGD.14458690,14458690,POINT (16.57949982338947 48.01309708404485),GÃ¶tzendorf Kirche,GÃ¶tzendorf Kirche,248,,3,https://anachb.vor.at?P=SQ&input=GÃ¶tzendorf/Leitha%20Kirche&start=1,
OEFFHALTESTOGD.14458691,14458691,POINT (16.579410022916036 48.013145184595004),GÃ¶tzendorf Kirche,GÃ¶tzendorf Kirche,"227,248",,3,https://anachb.vor.at?P=SQ&input=GÃ¶tzendorf/Leitha%20Kirche&start=1,
OEFFHALTESTOGD.14458692,14458692,POINT (16.218943319679756 48.39004231146285),Stockerau Ernstbrunner StraÃŸe,Stockerau Ernstbrunner StraÃŸe,826,,3,https://anachb.vor.at?P=SQ&input=Stockerau%20Ernstbrunner%20StraÃŸe&start=1,
